Column1;Column2;Column3;Column4;Column5
!;you !;-;0.001318 1.000000;8
amusant;Translating;-;0.666667 0.571429;8
qu';n't;-;0.006415 0.000889;8
tremp�es;wet;-;0.500000 0.051613;8
devez;earlier;-;0.137931 0.170213;8
huit;eight o'clock;-;0.026846 1.000000;8
peux sauter;jump;-;0.347826 0.017817;8
saut�;leaped;-;0.057554 0.083333;8
Betty;Betty drives;-;0.039409 0.307692;8
des;things;-;0.010417 0.005491;8
mesure;able;-;0.500000 0.045455;8
co�te cher;expensive;-;1.000000 0.028169;8
inexp�rience;inexperience;-;1.000000 1.000000;8
Maintenant;feeling;-;0.080000 0.059259;8
Trois;Three-fourths;-;0.222222 0.444444;8
inscrire;register;-;0.333333 0.320000;8
rappelez;seeing;-;0.888889 0.045977;8
Il;it;-;0.000496 0.003400;8
trouve-t;anyone;-;0.888889 0.050000;8
tr�s chaud;very hot;-;0.727273 0.470588;8
moi;what;-;0.005618 0.006785;8
choux;puffs;-;1.000000 0.800000;8
saisir;capitalize;-;0.210526 0.800000;8
dame;lady;-;0.800000 0.533333;8
technique;technique;-;1.000000 1.000000;8
fracture compliqu�e;compound fracture;-;1.000000 0.533333;8
faim !;feel hungry;-;0.195122 0.380952;8
plus;any more;-;0.006390 0.421053;8
Cette fleur;flower;-;0.666667 0.003947;8
unir;band;-;0.888889 0.800000;8
pleuvait �galement;also;-;0.888889 0.105263;8
c�ur;beating;-;0.013652 0.142857;8
bouillant;boiling hot;-;0.166667 0.363636;8
conseiller;recommend;-;0.500000 0.045714;8
militaire;military leader;-;0.242424 0.727273;8
j';so;-;0.025559 0.012158;8
dire;did;-;0.025890 0.009029;8
on;you;-;0.028369 0.000892;8
tiendra;summit;-;0.421053 0.242424;8
qu';had;-;0.006415 0.012121;8
autant;so;-;0.112676 0.012158;8
lui;himself;-;0.003534 0.088889;8
coup�;backward;-;0.222222 0.888889;8
Anglais;Englishman;-;0.444444 0.500000;8
fiers;proud;-;0.888889 0.057971;8
Qui;Who did;-;0.010336 0.727273;8
fourrure brune;brown fur;-;0.363636 1.000000;8
commence;starting;-;0.109589 1.000000;8
foutre;screw;-;0.091954 0.800000;8
�tre;should;-;0.017467 0.008290;8
�teindre;forgot;-;0.150943 0.061538;8
ne;did n't;-;0.002390 0.145455;8
du;your;-;0.006723 0.004405;8
sommes all�s;went;-;0.888889 0.034188;8
se plaindre;constantly complaining;-;1.000000 0.137931;8
tu;,;-;0.002653 0.000418;8
suis d�sol�;sorry;-;0.320000 0.016427;8
Faire;Doing;-;0.296296 0.421053;8
Que;does;-;0.016097 0.023188;8
rentrant chez;home;-;0.571429 0.019802;8
ai;that;-;0.002692 0.003604;8
cela;this;-;0.075472 0.003306;8
loin;far from;-;0.051613 1.000000;8
en;that;-;0.003923 0.003604;8
pour;be;-;0.002155 0.007175;8
faim;Hungry;-;0.004944 0.333333;8
moi .;.;-;0.571429 0.000010;8
financier;support;-;0.156863 0.205128;8
sur;about;-;0.004374 0.032000;8
vas;Are;-;0.075472 0.040404;8
Te laves;wash;-;1.000000 0.054054;8
lui;had;-;0.003534 0.012121;8
vous;want;-;0.002235 0.004533;8
L';Man;-;0.020513 0.140351;8
pour;take;-;0.002155 0.050000;8
pommier;trees;-;0.444444 0.031008;8
fusil;rifle;-;0.098765 1.000000;8
.;not .;-;0.000010 0.888889;8
Savez;who;-;0.106667 0.016771;8
Homme;Men;-;0.150943 0.320000;8
arriver;arrived;-;0.307692 0.140351;8
se;will;-;0.012841 0.020725;8
Amuse;Have fun;-;0.070796 0.347826;8
d�;gotten;-;0.103896 0.470588;8
auparavant;Have;-;0.083333 0.030418;8
sommes rencontr�s;met;-;0.470588 0.003683;8
es responsable;responsible;-;1.000000 0.043956;8
ses devoirs;homework;-;0.615385 0.003279;8
bonnes;good;-;0.470588 0.006216;8
l�;where;-;0.080808 0.013962;8
comprends;idea;-;0.058824 0.020888;8
n';n't have;-;0.004695 0.181818;8
�;can;-;0.001701 0.007036;8
mieux;had better;-;0.006723 0.571429;8
l' oiseau;the bird;-;1.000000 0.888889;8
comme un;a;-;0.800000 0.000589;8
Qui veut;Who wants;-;0.800000 0.666667;8
est;one;-;0.000621 0.025890;8
voulez;whatever;-;0.081633 0.055944;8
mouill�;wet;-;0.800000 0.051613;8
r�ve terrible;terrible dream;-;0.666667 0.421053;8
semaine prochaine;week;-;0.615385 0.003521;8
ouvriers moururent;workers;-;0.727273 0.347826;8
�carta;moved;-;0.444444 0.090909;8
objectif;goal;-;0.347826 0.615385;8
peluche;mere plushy;-;0.228571 0.571429;8
attrape;catches mice;-;0.096386 0.727273;8
tent�;persuade;-;0.363636 0.800000;8
honn�te;trusts;-;0.066116 0.129032;8
nomm�;named;-;0.800000 1.000000;8
verte;potable;-;0.109589 0.160000;8
examiner;examine;-;0.064000 1.000000;8
cambrioleur;burglar;-;1.000000 1.000000;8
conviendrait;Six;-;1.000000 1.000000;8
a�robic uniquement;aerobics;-;1.000000 0.190476;8
para�tre;Doing;-;0.470588 0.421053;8
Pouvez;pass;-;0.039216 0.063492;8
heureuse;Everybody;-;0.064516 0.140351;8
�change;exchange;-;1.000000 0.296296;8
matins;grocery;-;0.101266 0.235294;8
sel;Salt;-;0.005772 0.307692;8
avait;used;-;0.021563 0.058394;8
avec;for;-;0.002361 0.002146;8
suis fatigu�;tired;-;1.000000 0.021277;8
hiver;One winter;-;0.008040 1.000000;8
Je;do n't;-;0.000814 0.044199;8
d';many;-;0.003870 0.038278;8
seulement;just;-;0.039409 0.018735;8
nouveau manteau;coat;-;0.421053 0.014953;8
ai;at;-;0.002692 0.008909;8
vol;midair;-;0.222222 0.666667;8
il;but;-;0.002786 0.001283;8
vais;'m doing;-;0.014134 0.800000;8
accus�e;affair;-;0.333333 0.307692;8
D' abord;First;-;1.000000 0.320000;8
choisi;selected;-;0.114286 0.888889;8
moi;I;-;0.005618 0.000452;8
Premier Ministre;Prime;-;0.380952 0.666667;8
pers�v�rant;diligent worker;-;1.000000 1.000000;8
XXIe;21st;-;1.000000 1.000000;8
fairplay;fairness;-;1.000000 1.000000;8
�quilibre;balance;-;0.800000 1.000000;8
minuit;midnight;-;1.000000 1.000000;8
triple saut;triple;-;1.000000 0.470588;8
m�r;mature;-;0.380952 1.000000;8
int�ressants;boldfaced;-;1.000000 0.888889;8
insistait;insisted;-;0.800000 0.210526;8
Nara;Nara;-;1.000000 1.000000;8
comp�tition;sport;-;0.615385 0.444444;8
irions;pace;-;1.000000 0.333333;8
trace;trace;-;0.888889 1.000000;8
m�contentement;annoyance;-;1.000000 0.800000;8
d�finitions;rational;-;1.000000 1.000000;8
arrivait;dieted;-;1.000000 0.800000;8
agneau;lamb;-;1.000000 1.000000;8
soit;anyone;-;0.072727 0.050000;8
pouvez;Ca;-;0.108108 0.114286;8
�;first;-;0.001701 0.011127;8
mani�re;opinion;-;0.216216 0.043956;8
musique classique;music;-;0.250000 0.019753;8
sport;sport;-;0.045977 0.444444;8
vient;lunch;-;0.181818 0.039216;8
trente ans;thirty;-;0.727273 0.028470;8
M�langer;Combine;-;1.000000 1.000000;8
pack;six-pack;-;1.000000 1.000000;8
d�calage;lag;-;0.533333 0.800000;8
osa;brook;-;1.000000 1.000000;8
actes r�pr�hensibles;wrongdoing;-;1.000000 0.500000;8
responsables;liable;-;1.000000 1.000000;8
causait;causing;-;0.800000 0.266667;8
actionn�;actuated;-;1.000000 1.000000;8
brise;breeze;-;0.888889 1.000000;8
p�lican;pelican;-;1.000000 1.000000;8
Autruche;Ostrich;-;1.000000 1.000000;8
bananes;bananas;-;1.000000 1.000000;8
chaises;chairs;-;1.000000 1.000000;8
�conomistes ignorent;economists;-;1.000000 1.000000;8
Hiroshima;Hiroshima;-;1.000000 1.000000;8
Grands Lacs;Lakes;-;0.533333 1.000000;8
drogues;drugs;-;1.000000 1.000000;8
analogue;analogous;-;1.000000 1.000000;8
v�los;bicycles;-;1.000000 1.000000;8
dactylographie;typing;-;1.000000 0.421053;8
ampoules;blistered;-;1.000000 1.000000;8
explosa;exploded;-;0.800000 0.571429;8
raffin�;refined;-;1.000000 1.000000;8
Michael;Michael;-;1.000000 1.000000;8
diamant;Diamond;-;0.533333 1.000000;8
Dima;Dima;-;0.800000 1.000000;8
IRM;MRI;-;0.380952 1.000000;8
Nulle;whatsoever;-;1.000000 0.500000;8
cess�;gave;-;0.119403 0.050955;8
Pr�f�res;prefer;-;1.000000 0.025078;8
douze chandelles;twelve;-;0.666667 0.085106;8
oeufs;None;-;0.133333 0.666667;8
mousse;mousse;-;1.000000 0.421053;8
nous;It;-;0.003509 0.004981;8
vert te;Green suits;-;0.888889 0.200000;8
a;My;-;0.003420 0.003311;8
plusieurs enfants;children;-;0.888889 0.007470;8
football;football;-;0.228571 0.285714;8
court;I.;-;0.048193 0.250000;8
soupe chaude;hot soup;-;0.222222 1.000000;8
Je suis;I 'm;-;0.072072 0.100000;8
retourner;again;-;0.108108 0.065041;8
le;She;-;0.001671 0.000211;8
coup�e;cut;-;0.186047 0.027397;8
non;That;-;0.080808 0.028470;8
aurais;should;-;0.103896 0.008290;8
grosse;dick;-;0.163265 0.444444;8
J';could;-;0.005138 0.015267;8
fumer;stop smoking;-;0.002866 0.307692;8
fini;yet;-;0.040609 0.051282;8
matins;every;-;0.101266 0.017544;8
quatre heures;four;-;0.800000 0.002828;8
politique;politics;-;0.091954 1.000000;8
chaque jour;every day;-;0.571429 0.222222;8
chaud;warmer;-;0.004646 0.160000;8
en;in your;-;0.003923 0.615385;8
sp�cial;cafe;-;0.148148 0.126984;8
Quand pouvons;When;-;0.727273 0.008412;8
crains;understood;-;0.125000 0.037736;8
.;much .;-;0.000010 1.000000;8
sa;in;-;0.010710 0.001475;8
parfum;smell;-;0.727273 0.066667;8
vu entrer;enter;-;0.800000 0.036364;8
petit-d�jeunons;breakfast;-;0.470588 0.005904;8
nombreuses;many;-;0.200000 0.038278;8
as;What;-;0.032520 0.006182;8
go�t acide;tastes sour;-;1.000000 0.170213;8
Ce m�dicament;medicine;-;1.000000 0.014760;8
remets;till;-;0.666667 0.160000;8
aimons;same;-;0.190476 0.060150;8
suis v�g�tarien;vegetarian;-;1.000000 0.017660;8
. Je;. I;-;0.571429 0.615385;8
t' interdis;forbid;-;1.000000 0.115942;8
amus�;really enjoyed;-;0.047619 0.888889;8
homme;Man;-;0.003783 0.140351;8
as;what;-;0.032520 0.006785;8
la;food;-;0.001112 0.002598;8
tout;it;-;0.009558 0.003400;8
qu';have;-;0.006415 0.003360;8
Arr�te;Give;-;0.108108 0.018307;8
ach�te;decent;-;0.052632 0.400000;8
patte douce;soft paw;-;0.727273 0.400000;8
arr�t�;stopped smoking;-;0.023121 0.500000;8
mati�re non-organique;dead;-;0.615385 0.115942;8
que;his;-;0.002515 0.004164;8
au;The;-;0.010596 0.001713;8
veux;eat;-;0.005025 0.003351;8
appel�;called;-;0.242424 0.059701;8
certaine;quite certain;-;0.156863 0.888889;8
sentez;OK;-;0.098765 0.117647;8
lois;law;-;0.072727 0.083333;8
d�;should;-;0.103896 0.008290;8
du temps;time;-;0.800000 0.004447;8
pain;eating bread;-;0.003444 1.000000;8
r�ussi;managed;-;0.102564 0.115942;8
fait;been;-;0.002535 0.021505;8
spatiale;space;-;0.533333 0.097561;8
peuple chinois;Chinese;-;0.800000 0.003908;8
longue;Well;-;0.210526 0.040201;8
ann�es-lumi�re;measured;-;0.888889 1.000000;8
combat;headaches;-;0.421053 0.470588;8
flingue;gun;-;0.615385 0.096386;8
exp�rience;experienced;-;0.076923 1.000000;8
naturel;perfectly;-;0.072072 0.888889;8
ennuyeux;boring;-;1.000000 0.250000;8
gyn�cologue;gynecologist;-;1.000000 1.000000;8
�c�urante �mana;sickly odor;-;0.470588 1.000000;8
Arr�tez;pretending;-;0.615385 0.275862;8
Sommes;flame;-;0.800000 1.000000;8
cr�vec�ur;Cr�vec�ur;-;1.000000 1.000000;8
XXe;20th;-;0.888889 1.000000;8
d�pendent;dependent;-;0.156863 1.000000;8
progress�;progressed;-;1.000000 1.000000;8
finement;chop;-;1.000000 1.000000;8
durcit;hardens;-;0.888889 1.000000;8
orchestre;orchestra;-;0.400000 1.000000;8
D�plions;unfold;-;1.000000 1.000000;8
Vortarulo;Vortarulo;-;1.000000 1.000000;8
invention;invention;-;1.000000 1.000000;8
pas;go;-;0.000874 0.013356;8
parfois;Summer;-;0.025316 0.210526;8
cerisiers;cherry trees;-;0.105263 0.666667;8
Plus;easier;-;0.170213 0.126984;8
aime;fond;-;0.014842 0.055944;8
le;all;-;0.001671 0.010025;8
Ce;The;-;0.009569 0.001713;8
rende;noticed;-;1.000000 0.533333;8
favorable;favorable reception;-;0.666667 0.181818;8
�g�e;older;-;0.470588 0.150943;8
pizzas;loves pizza;-;0.173913 0.363636;8
rest� c�libataire;remained single;-;0.666667 0.615385;8
devra payer;Someday;-;1.000000 0.250000;8
Elle;She was;-;0.000212 0.666667;8
semble;appears;-;0.018391 0.125000;8
dispose;air-conditioned;-;0.222222 0.160000;8
tr�s;is;-;0.001622 0.000608;8
chaque matin;every morning;-;0.444444 0.615385;8
cuisine japonaise;Japanese food;-;0.296296 0.296296;8
sous;Under;-;0.023256 0.210526;8
maladie;medical;-;0.333333 1.000000;8
afflux continu;continuous;-;1.000000 0.470588;8
gratis;Father;-;1.000000 0.035088;8
chez;at;-;0.041237 0.008909;8
voulais;succeeded;-;0.061069 0.500000;8
moi;You;-;0.005618 0.001536;8
anglais;speak English;-;0.001848 0.727273;8
Ne lis;read;-;1.000000 0.029851;8
�;at the;-;0.001701 0.275862;8
de;do you;-;0.000983 0.095238;8
ne;was;-;0.002390 0.002879;8
s';is;-;0.016495 0.000608;8
l';live the;-;0.003083 1.000000;8
te;yourself;-;0.017241 0.070175;8
amer;tastes bitter;-;0.025478 0.320000;8
les;your;-;0.007913 0.004405;8
d�pend;rest;-;0.210526 0.112676;8
air conditionn�;air-conditioned;-;0.533333 0.160000;8
la t�te;head;-;0.800000 0.008602;8
est;That;-;0.000621 0.028470;8
pas;what;-;0.000874 0.006785;8
disent;say;-;0.533333 0.049383;8
bien;a good;-;0.002021 0.186047;8
go�t amer;bitter taste;-;0.186047 0.615385;8
journ�e tire;almost;-;0.888889 0.028169;8
Mangez;Eat whatever;-;0.108108 1.000000;8
que;does;-;0.002515 0.023188;8
sent;dish smells;-;0.020151 0.258065;8
appeler;telephone;-;0.123077 0.039801;8
tout;really;-;0.009558 0.007590;8
faut;Something;-;0.071429 0.125000;8
baseball;playing baseball;-;0.040000 1.000000;8
d';can;-;0.003870 0.007036;8
sur;down;-;0.004374 0.094118;8
pouvons;Not;-;0.150943 0.088889;8
peu faim;little hungry;-;0.363636 0.800000;8
portable;cell phone;-;0.137931 1.000000;8
n';go;-;0.004695 0.013356;8
est;My;-;0.000621 0.003311;8
du;that;-;0.006723 0.003604;8
voient;darkest;-;1.000000 1.000000;8
l�ger;cafe;-;0.051948 0.126984;8
sert;serves;-;0.242424 0.347826;8
achev�rent;finished;-;0.571429 0.032653;8
Ouvrez;open;-;0.131148 0.037559;8
compl�tement enfum�e;full;-;0.615385 0.065574;8
asseoir;sitting;-;0.266667 0.042328;8
retourn�e directement;headed straight;-;0.615385 0.666667;8
dehors;dark;-;0.045198 0.024242;8
qu';him;-;0.006415 0.003109;8
droite;right;-;0.666667 0.033058;8
ferai;'ll;-;0.421053 0.028169;8
id�aux ...;ideals;-;0.533333 0.076190;8
ind�niable;undeniable;-;1.000000 0.615385;8
m';on;-;0.006499 0.003071;8
mirent;formed;-;0.444444 1.000000;8
du;little;-;0.006723 0.010417;8
Qu�;favorite;-;1.000000 0.036697;8
faisait chaud;hot;-;0.500000 0.004840;8
aussi;may;-;0.025806 0.052632;8
M. Davidson;Mr. Davidson;-;0.888889 0.533333;8
agi;trusted;-;1.000000 0.067797;8
morale;lecture;-;1.000000 0.500000;8
voit;Speak;-;0.727273 0.615385;8
solliciter;repair;-;0.470588 0.210526;8
mentir;Telling;-;0.250000 0.800000;8
pile;stack;-;1.000000 0.800000;8
savoir;if;-;0.140351 0.009217;8
donn�;plenty;-;0.068966 0.068966;8
cravate;tie goes;-;0.019002 1.000000;8
l';my;-;0.003083 0.002115;8
cheveux courts;hair;-;0.615385 0.011679;8
correctement;understood;-;0.173913 0.037736;8
aurais d�;should;-;0.363636 0.008290;8
au Japon;Japan;-;0.800000 0.003648;8
joue tr�s;plays very;-;0.727273 1.000000;8
bouc �missaire;scapegoat;-;1.000000 1.000000;8
patrouille;patrol;-;1.000000 0.333333;8
�ruption;pimples;-;1.000000 1.000000;8
ch�tie;Spare;-;1.000000 1.000000;8
�tal;stall;-;1.000000 1.000000;8
bact�ries;Bacteria;-;1.000000 1.000000;8
exasp�r�s;examinations;-;0.800000 0.250000;8
rouge�tre;reddish;-;1.000000 1.000000;8
banques;consolidated;-;0.888889 1.000000;8
enfon�ait;winced;-;1.000000 1.000000;8
Ibusuki;Ibusuki;-;1.000000 1.000000;8
base;basic;-;0.666667 0.615385;8
farine;cloth;-;0.036199 0.380952;8
la;we;-;0.001112 0.003839;8
Il s';He;-;1.000000 0.000512;8
grenouille sortit;frog came;-;0.205128 0.888889;8
pi�tre;poor;-;0.800000 0.046784;8
en;did;-;0.003923 0.009029;8
directe;direct;-;1.000000 0.727273;8
empire;getting worse;-;0.258065 0.888889;8
suis;quite follow;-;0.008214 0.470588;8
club;gig;-;0.444444 0.666667;8
pr�f�re travailler;prefer working;-;0.666667 0.666667;8
�tudiants;Students;-;0.015936 0.615385;8
familiale;cottage;-;1.000000 0.320000;8
reste;still;-;0.047619 0.014760;8
adore;gossip;-;0.046784 0.070796;8
tu;Do you;-;0.002653 0.222222;8
plaignent;complain;-;0.571429 0.142857;8
comptes;objective;-;0.307692 0.347826;8
effondrer;collapse;-;0.533333 0.727273;8
pr�servation;preservation;-;1.000000 1.000000;8
r�pr�hensibles;wrongdoing;-;1.000000 0.500000;8
t�tonnais;groped;-;1.000000 1.000000;8
vu !;done !;-;0.727273 0.347826;8
Pour;order;-;0.058824 0.166667;8
peux;n't;-;0.008122 0.000889;8
math�matiques;teaches mathematics;-;0.186047 0.666667;8
n';for;-;0.004695 0.002146;8
pomper;serves;-;0.727273 0.347826;8
�vitez;avoid;-;0.800000 0.059701;8
pour moi;for me;-;0.380952 0.210526;8
pour;and;-;0.002155 0.000464;8
Les;it;-;0.024316 0.003400;8
dis;told;-;0.062992 0.023810;8
dans;at;-;0.002380 0.008909;8
mal;damage;-;0.024242 0.347826;8
marches;walk;-;0.275862 0.023669;8
descendre;examination;-;1.000000 0.033333;8
arr�ter;to;-;0.021918 0.000907;8
apporte;brings;-;0.228571 0.307692;8
fassiez;spouse;-;0.275862 0.421053;8
num�ro;phone;-;0.050000 0.075472;8
Madame;Mrs.;-;0.380952 0.666667;8
avoir;remember;-;0.004846 0.015355;8
heureuse;consideration;-;0.064516 0.258065;8
ach�te;still buys;-;0.052632 0.571429;8
- vous;Do;-;0.034934 0.010139;8
me;that;-;0.005975 0.003604;8
sang-froid;restrain;-;0.150943 0.444444;8
exercer;spends;-;0.347826 0.307692;8
peut;do;-;0.010667 0.001965;8
particulier;especially;-;0.117647 0.135593;8
- vous;you have;-;0.034934 0.071429;8
idiots;biggest idiot;-;0.500000 0.615385;8
r�ussi;succeeded;-;0.102564 0.500000;8
p�n�trer;entered;-;0.275862 0.061069;8
dilate;Heat expands;-;0.266667 0.727273;8
vieux;older;-;0.040000 0.150943;8
,;has;-;0.000422 0.013267;8
mer.;appear;-;0.062992 0.615385;8
.;like .;-;0.000010 1.000000;8
si;have;-;0.007214 0.003360;8
sandwich;any sandwiches;-;0.041667 0.888889;8
une;in a;-;0.001960 0.210526;8
attendrir;melt;-;0.800000 0.228571;8
correspondance;connecting flight;-;0.235294 1.000000;8
flottaient;petals floated;-;0.421053 0.222222;8
retenue;detention;-;0.470588 0.333333;8
continuez;further;-;0.444444 0.800000;8
accidents;Most accidents;-;0.250000 1.000000;8
tr�s;was very;-;0.001622 0.800000;8
.;now .;-;0.000010 1.000000;8
tr�s;'s;-;0.001622 0.004759;8
b�ton;stick;-;1.000000 0.800000;8
hanche;killing;-;1.000000 0.121212;8
Je peux;I;-;0.533333 0.000452;8
laborieux;bound;-;0.727273 0.333333;8
Faire;Playing;-;0.296296 1.000000;8
effets;effects;-;0.307692 1.000000;8
porte-feuille;pickpocketed;-;0.296296 0.533333;8
portent;Both;-;0.347826 0.228571;8
prend souvent;often eats;-;0.727273 0.615385;8
eau;of;-;0.001096 0.001771;8
les;It;-;0.007913 0.004981;8
avait faim;hungry;-;1.000000 0.004935;8
fait;you do;-;0.002535 0.109589;8
court;run;-;0.048193 0.045455;8
arriv� premier;first;-;0.500000 0.011127;8
la glace;ice;-;1.000000 0.005099;8
tu;this;-;0.002653 0.003306;8
Est;Do;-;0.043243 0.010139;8
?;What;-;0.000074 0.006182;8
�lectricit� ni;electricity;-;1.000000 0.084211;8
chance;slip;-;0.117647 0.258065;8
tir�;blanks;-;0.072727 1.000000;8
peur;least afraid;-;0.013093 0.888889;8
sortie acheter;buy;-;0.571429 0.012251;8
Il parle;He talks;-;1.000000 0.888889;8
bruyant;noisy;-;0.571429 0.500000;8
strictement;strictly;-;0.125000 1.000000;8
ignore;ignores;-;0.533333 0.888889;8
modifi�;chief altered;-;0.258065 1.000000;8
faire;making;-;0.001399 0.117647;8
a;There;-;0.003420 0.005658;8
payer;paying;-;0.062992 0.307692;8
montre;watch repaired;-;0.022989 0.727273;8
Tony;Tony speaks;-;0.015385 0.347826;8
sont;They;-;0.010403 0.002578;8
couper;haircut;-;0.032000 0.096386;8
moi;myself;-;0.005618 0.045977;8
une;my;-;0.001960 0.002115;8
n';out;-;0.004695 0.022663;8
50;forties;-;0.666667 0.615385;8
temps;up;-;0.004606 0.016807;8
Aimes;swimming;-;0.216216 0.089888;8
sucr�;tasted;-;0.026144 0.097561;8
vache;Cows;-;0.084211 0.033473;8
ai rencontr�;met him;-;0.097561 0.137931;8
vivre;life;-;0.002791 0.005181;8
vieille;agreed;-;0.091954 0.129032;8
qu';I;-;0.006415 0.000452;8
vin rouge;wine;-;0.727273 0.002195;8
y;to;-;0.004627 0.000907;8
diffusent;spread;-;0.470588 0.285714;8
cette;you;-;0.005405 0.000892;8
�galit�;equality;-;0.615385 1.000000;8
hausse;rise;-;1.000000 0.470588;8
difficult�;difficulty;-;0.421053 0.380952;8
soi;Home;-;0.242424 0.888889;8
survis;keeping;-;0.500000 0.285714;8
devrions d�cider;determine;-;0.888889 0.250000;8
tu ?;?;-;1.000000 0.000074;8
Tu;it;-;0.002049 0.003400;8
pr�f�rerais;prefer;-;0.112676 0.025078;8
Cette soupe;soup;-;0.571429 0.003338;8
pouvaient;themselves understood;-;0.250000 0.888889;8
para�tre diplomate;being diplomatic;-;0.363636 0.888889;8
devez supporter;endure;-;0.666667 0.083333;8
Am�ne;ID;-;0.800000 0.123077;8
composez;dial 110.;-;0.285714 1.000000;8
